#     Lambda      eigenvalues ->
     0.00000000    -4.00000000    -4.00000000    -2.00000000    -2.00000000    -2.00000000    -2.00000000    -2.00000000    -2.00000000
     0.10000000    -4.01752401    -4.01750421    -2.17390025    -2.17388045    -2.06617013    -2.06615033    -1.94362376    -1.94360396
     0.20000000    -4.07053483    -4.06992043    -2.36958789    -2.36897349    -2.13997282    -2.13935842    -1.90094694    -1.90033254
     0.30000000    -4.16087419    -4.15645148    -2.58340625    -2.57898354    -2.22217508    -2.21775236    -1.87746794    -1.87304522
     0.40000000    -4.29225654    -4.27504604    -2.81197311    -2.79476262    -2.31724057    -2.30003007    -1.88028343    -1.86307293
     0.50000000    -4.46949034    -4.42245365    -3.05239723    -3.00536053    -2.43230838    -2.38527168    -1.91709311    -1.87005642
     0.60000000    -4.69605446    -4.59472738    -3.30231937    -3.20099230    -2.57414269    -2.47281562    -1.99373509    -1.89240801
     0.70000000    -4.97132812    -4.78781698    -3.55986319    -3.37635206    -2.74568853    -2.56217740    -2.11146493    -1.92795379
     0.80000000    -5.29005054    -4.99799727    -3.82355458    -3.53150131    -2.94504919    -2.65299593    -2.26649596    -1.97444269
     0.90000000    -5.64443428    -5.22207264    -4.09223973    -3.66987809    -3.16735923    -2.74499759    -2.45219455    -2.02983291
     1.00000000    -6.02667418    -5.45741483    -4.36501413    -3.79575478    -3.40723125    -2.83797189    -2.66166005    -2.18870229
     1.10000000    -6.43025587    -5.70191229    -4.64116534    -3.91282175    -3.66009816    -2.93175458    -2.88909054    -2.39850129
     1.20000000    -6.85018777    -5.95388735    -4.92012848    -4.02382806    -3.92251624    -3.13005929    -3.02621583    -2.62397194
     1.30000000    -7.28277002    -6.21201140    -5.20145231    -4.19201043    -4.13069369    -3.38131772    -3.12125181    -2.86151821
     1.40000000    -7.72527702    -6.47523048    -5.48477345    -4.46682512    -4.23472691    -3.64050357    -3.21677859    -3.10849843
     1.50000000    -8.17568688    -6.74270467    -5.76979694    -4.74570982    -4.33681473    -3.90588994    -3.36295927    -3.31272761
     1.60000000    -8.63248072    -7.01376036    -6.05628145    -5.02776276    -4.43756109    -4.17619927    -3.62343831    -3.40904240
     1.70000000    -9.09450076    -7.28785349    -6.34402799    -5.31232330    -4.53738072    -4.45047277    -3.88882473    -3.50567603
     1.80000000    -9.56085133    -7.56454123    -6.63287130    -5.59889928    -4.72798003    -4.63656120    -4.15826215    -3.60258919
     1.90000000   -10.03082972    -7.84346049    -6.92267316    -5.88711795    -5.00815657    -4.73530392    -4.43108101    -3.69974872
     2.00000000   -10.50387730    -8.12431125    -7.21331719    -6.17669253    -5.29056010    -4.83375115    -4.70675082    -3.79712648
     2.10000000   -10.97954456    -8.40684388    -7.50470482    -6.46739911    -5.57483974    -4.98484613    -4.93200414    -3.89469843
     2.20000000   -11.45746582    -8.69084920    -7.79675201    -6.75906052    -5.86071381    -5.26502193    -5.03013539    -3.99244389
     2.30000000   -11.93734056    -8.97615079    -8.08938677    -7.05153481    -6.14795379    -5.54699553    -5.12819700    -4.09034503
     2.40000000   -12.41891954    -9.26259894    -8.38254708    -7.34470695    -6.43637246    -5.83053319    -5.22622647    -4.18838635
     2.50000000   -12.90199428    -9.55006584    -8.67617923    -7.63848277    -6.72581505    -6.11543996    -5.32425078    -4.28655432
     2.60000000   -13.38638907    -9.83844179    -8.97023651    -7.93278439    -7.01615255    -6.40155195    -5.42228924    -4.38483712
     2.70000000   -13.87195475   -10.12763215    -9.26467814    -8.22754692    -7.30727661    -6.68873043    -5.52035554    -4.48322432
     2.80000000   -14.35856389   -10.41755484    -9.55946832    -8.52271577    -7.59909557    -6.97685717    -5.61845927    -4.58170672
     2.90000000   -14.84610694   -10.70813837    -9.85457553    -8.81824474    -7.89153141    -7.26583077    -5.71660696    -4.68027617
     3.00000000   -15.33448920   -10.99932019   -10.14997191    -9.11409444    -8.18451729    -7.55556378    -5.81480289    -4.77892542
