#     Lambda      eigenvalues ->
     0.00000000   -11.00000000   -11.00000000    -9.00000000    -9.00000000    -9.00000000    -9.00000000    -9.00000000    -9.00000000
     0.10000000   -11.03502507   -11.03502507    -9.22733036    -9.22733036    -9.20499124    -9.20499124    -9.17010497    -9.17010497
     0.20000000   -11.14040458   -11.14040458    -9.52275302    -9.52275301    -9.47229629    -9.47229628    -9.39561272    -9.39561271
     0.30000000   -11.31707885   -11.31707788    -9.88609805    -9.88609708    -9.79973320    -9.79973223    -9.67357101    -9.67357004
     0.40000000   -11.56672401   -11.56669582   -10.31712814   -10.31709996   -10.18450059   -10.18447240   -10.00134714   -10.00131895
     0.50000000   -11.89204487   -11.89167866   -10.81505561   -10.81468940   -10.62316394   -10.62279773   -10.37753227   -10.37716606
     0.60000000   -12.29770837   -12.29492199   -11.37785924   -11.37507286   -11.11283372   -11.11004734   -10.80380320   -10.80101682
     0.70000000   -12.79261603   -12.77848265   -12.00168810   -11.98755472   -11.65497490   -11.64084151   -11.28806576   -11.27393237
     0.80000000   -13.39152683   -13.34114593   -12.68079845   -12.63041755   -12.25988156   -12.20950066   -11.84636177   -11.79598087
     0.90000000   -14.10581290   -13.97667650   -13.40816931   -13.27903292   -12.93962507   -12.81048868   -12.49313779   -12.36400139
     1.00000000   -14.92597111   -14.67480903   -14.17644585   -13.92528377   -13.68990313   -13.43874105   -13.22285394   -12.97169187
     1.10000000   -15.82716508   -15.42407325   -14.97873455   -14.57564273   -14.49292530   -14.08983347   -14.01470952   -13.64449478
     1.20000000   -16.78654023   -16.21405678   -15.80903414   -15.33250203   -15.23655070   -14.84947229   -14.76001858   -14.38436497
     1.30000000   -17.78817548   -17.03627046   -16.66234930   -16.19808730   -15.91044429   -15.71424909   -15.44618229   -15.24210605
     1.40000000   -18.82145064   -17.88411791   -17.53462258   -17.08309617   -16.60085408   -16.59728985   -16.14576343   -16.12403110
     1.50000000   -19.87910704   -18.75255339   -18.42259472   -17.98321835   -17.50394819   -17.29604106   -17.02414411   -16.85666470
     1.60000000   -20.95600789   -19.63771554   -19.32365496   -18.89546143   -18.41989713   -18.00536261   -17.93833111   -17.57716908
     1.70000000   -22.04840143   -20.53662599   -20.23570750   -19.81764307   -19.34612475   -18.86366917   -18.72393205   -18.39743083
     1.80000000   -23.15347386   -21.44696228   -21.15706156   -20.74811120   -20.28074064   -19.79801795   -19.45054997   -19.32858553
     1.90000000   -24.26906754   -22.36689190   -22.08634431   -21.68557965   -21.22231693   -20.73976944   -20.26775375   -20.18416866
     2.00000000   -25.39349675   -23.29495202   -23.02243305   -22.62902553   -22.16974899   -21.68768882   -21.21357957   -20.92388831
     2.10000000   -26.52542325   -24.22996185   -23.96440287   -23.57762161   -23.12216495   -22.64080985   -22.16500168   -21.71752321
     2.20000000   -27.66376978   -25.17095835   -24.91148620   -24.53068968   -24.07886496   -23.59836407   -23.12117660   -22.67088342
     2.30000000   -28.80765860   -26.11714852   -25.86304156   -25.48766744   -25.03927910   -24.55973153   -24.08142491   -23.62863720
     2.40000000   -29.95636677   -27.06787355   -26.81852911   -26.44808409   -26.00293751   -25.52440580   -25.04519275   -24.59018523
     2.50000000   -31.10929310   -28.02258166   -27.77749170   -27.41154215   -26.96944863   -26.49196860   -26.01202379   -25.55503328
     2.60000000   -32.26593334   -28.98080721   -28.73953977   -28.37770347   -27.93848305   -27.46207100   -26.98153845   -26.52277002
     2.70000000   -33.42586117   -29.94215456   -29.70433946   -29.34627848   -28.90976132   -28.43441934   -27.95341823   -27.49305021
     2.80000000   -34.58871363   -30.90628537   -30.67160313   -30.31701766   -29.88304457   -29.40876451   -28.92739379   -28.46558191
     2.90000000   -35.75417967   -31.87290856   -31.64108163   -31.28970483   -30.85812731   -30.38489364   -29.90323570   -29.44011649
     3.00000000   -36.92199113   -32.84177237   -32.61255817   -32.26415171   -31.83483159   -31.36262364   -30.88074727   -30.41644084
