#     Lambda      eigenvalues ->
     0.00000000    -7.00000000    -7.00000000    -5.00000000    -5.00000000    -5.00000000    -5.00000000    -5.00000000    -5.00000000
     0.10000000    -7.02501881    -7.02501880    -5.20772968    -5.20772966    -5.15960798    -5.15960796    -5.09039842    -5.09039840
     0.20000000    -7.10030602    -7.10030111    -5.46040912    -5.46040421    -5.35321021    -5.35320530    -5.20701336    -5.20700845
     0.30000000    -7.22662000    -7.22650059    -5.75622663    -5.75610722    -5.57709248    -5.57697307    -5.34871079    -5.34859138
     0.40000000    -7.40559134    -7.40449034    -6.09262342    -6.09152242    -5.82803521    -5.82693420    -5.51650421    -5.51540320
     0.50000000    -7.64059255    -7.63473266    -6.46616949    -6.46030960    -6.10506669    -6.09920680    -5.71456595    -5.70870606
     0.60000000    -7.93782123    -7.91629317    -6.87273603    -6.85120797    -6.41174803    -6.39021997    -5.95109208    -5.92956402
     0.70000000    -8.30561097    -8.24608496    -7.30787851    -7.24835250    -6.75636506    -6.69683905    -6.23715653    -6.17763053
     0.80000000    -8.74917102    -8.61897299    -7.76724394    -7.63704591    -7.14660101    -7.01640298    -6.58096536    -6.45076733
     0.90000000    -9.26415765    -9.02868387    -8.24686421    -8.01139043    -7.58217569    -7.34670191    -6.98106419    -6.74559041
     1.00000000    -9.83795145    -9.46887801    -8.74329949    -8.37422605    -8.05499802    -7.68592459    -7.42741290    -7.05833946
     1.10000000   -10.45645780    -9.93386793    -9.25366412    -8.73107425    -8.55518602    -8.03259615    -7.90811273    -7.38552285
     1.20000000   -11.10821467   -10.41889959    -9.77558446    -9.08626938    -9.07483311    -8.41351901    -8.38551802    -7.83135188
     1.30000000   -11.78491823   -10.92014868   -10.30712804    -9.60848462    -9.44235849    -8.93680885    -8.74371507    -8.34083256
     1.40000000   -12.48070694   -11.43459308   -10.84672774   -10.15250522    -9.80061387    -9.47331864    -9.10639135    -8.86578173
     1.50000000   -13.19140495   -11.95985736   -11.39311242   -10.70444193   -10.16156483   -10.01983979    -9.47289434    -9.40256003
     1.60000000   -13.91397630   -12.49407117   -11.94524799   -11.26259135   -10.57411854   -10.52534286    -9.94857288    -9.84268622
     1.70000000   -14.64616440   -13.03575340   -12.50228936   -11.82573222   -11.13453320   -10.89187837   -10.50192872   -10.21532123
     1.80000000   -15.38625676   -13.58372226   -13.06354207   -12.39296223   -11.69988921   -11.26100757   -11.06121860   -10.59042773
     1.90000000   -16.13292935   -14.13702662   -13.62843205   -12.96359679   -12.26928746   -11.63252931   -11.62537236   -11.08215729
     2.00000000   -16.88514149   -14.69489435   -14.19648172   -13.53710449   -12.84203802   -12.19356288   -12.00623458   -11.64451631
     2.10000000   -17.64206326   -15.25669319   -14.76729141   -14.11306473   -13.41760231   -12.76514083   -12.38192135   -12.21080968
     2.20000000   -18.40302422   -15.82190110   -15.34052451   -14.69113899   -13.99555339   -13.33958938   -12.78045107   -12.75940139
     2.30000000   -19.16747660   -16.39008365   -15.91589591   -15.27105095   -14.57554817   -13.91649200   -13.35296526   -13.13850297
     2.40000000   -19.93496819   -16.96087662   -16.49316275   -15.85257223   -15.15730760   -14.49550927   -13.92796296   -13.51907118
     2.50000000   -20.70512224   -17.53397254   -17.07211698   -16.43551204   -15.74060215   -15.07636179   -14.50512219   -14.06952036
     2.60000000   -21.47762226   -18.10911013   -17.65257954   -17.01970951   -16.32524122   -15.65881745   -15.08417436   -14.64522969
     2.70000000   -22.25220031   -18.68606602   -18.23439548   -17.60502784   -16.91106507   -16.24268184   -15.66489361   -15.22282525
     2.80000000   -23.02862804   -19.26464816   -18.81743015   -18.19134985   -17.49793877   -16.82779085   -16.24708863   -15.80209526
     2.90000000   -23.80670952   -19.84469053   -19.40156601   -18.77857447   -18.08574746   -17.41400500   -16.83059631   -16.38285856
     3.00000000   -24.58627573   -20.42604891   -19.98670000   -19.36661403   -18.67439274   -18.00120498   -17.41527671   -16.96495926
