  4.00000000E-02  1.50738619E-02
  6.66666667E-02  1.88423274E-02
  9.33333333E-02  4.14531203E-02
  1.20000000E-01  5.65269822E-02
  1.46666667E-01  9.79801025E-02
  1.73333333E-01  1.09285499E-01
  2.00000000E-01  1.77117878E-01
  2.26666667E-01  2.75097980E-01
  2.53333333E-01  2.44950256E-01
  2.80000000E-01  3.05245704E-01
  3.06666667E-01  4.06994272E-01
  3.33333333E-01  4.29605065E-01
  3.60000000E-01  4.59752789E-01
  3.86666667E-01  5.50195960E-01
  4.13333333E-01  5.69038288E-01
  4.40000000E-01  6.59481459E-01
  4.66666667E-01  6.78323787E-01
  4.93333333E-01  7.27313838E-01
  5.20000000E-01  8.47904733E-01
  5.46666667E-01  7.87609285E-01
  5.73333333E-01  8.13988544E-01
  6.00000000E-01  8.70515526E-01
  6.26666667E-01  8.81820923E-01
  6.53333333E-01  8.44136268E-01
  6.80000000E-01  1.10416039E+00
  7.06666667E-01  9.53421767E-01
  7.33333333E-01  8.55441664E-01
  7.60000000E-01  1.04009647E+00
  7.86666667E-01  1.00241182E+00
  8.13333333E-01  8.89357853E-01
  8.40000000E-01  9.23274043E-01
  8.66666667E-01  8.70515526E-01
  8.93333333E-01  9.15737112E-01
  9.20000000E-01  9.45884836E-01
  9.46666667E-01  8.93126319E-01
  9.73333333E-01  9.00663250E-01
  1.00000000E+00  8.70515526E-01
  1.02666667E+00  6.89629183E-01
  1.05333333E+00  6.93397648E-01
  1.08000000E+00  7.42387700E-01
  1.10666667E+00  6.93397648E-01
  1.13333333E+00  5.57732891E-01
  1.16000000E+00  6.70786856E-01
  1.18666667E+00  6.40639132E-01
  1.21333333E+00  6.59481459E-01
  1.24000000E+00  4.97437443E-01
  1.26666667E+00  5.16279771E-01
  1.29333333E+00  5.35122098E-01
  1.32000000E+00  4.52215858E-01
  1.34666667E+00  3.99457341E-01
  1.37333333E+00  4.22068134E-01
  1.40000000E+00  3.73078083E-01
  1.42666667E+00  3.84383479E-01
  1.45333333E+00  3.54235755E-01
  1.48000000E+00  3.35393428E-01
  1.50666667E+00  2.48718722E-01
  1.53333333E+00  2.90171842E-01
  1.56000000E+00  2.26107929E-01
  1.58666667E+00  2.56255653E-01
  1.61333333E+00  2.93940308E-01
  1.64000000E+00  2.18570998E-01
  1.66666667E+00  1.54507085E-01
  1.69333333E+00  2.03497136E-01
  1.72000000E+00  1.95960205E-01
  1.74666667E+00  1.54507085E-01
  1.77333333E+00  1.43201688E-01
  1.80000000E+00  1.58275550E-01
  1.82666667E+00  1.28127826E-01
