  5.00000000E-02  1.00780031E+00
  8.33333333E-02  8.67394696E-01
  1.16666667E-01  8.67394696E-01
  1.50000000E-01  8.79875195E-01
  1.83333333E-01  8.17472699E-01
  2.16666667E-01  8.39313573E-01
  2.50000000E-01  7.11388456E-01
  2.83333333E-01  7.86271451E-01
  3.16666667E-01  7.70670827E-01
  3.50000000E-01  7.17628705E-01
  3.83333333E-01  7.42589704E-01
  4.16666667E-01  7.39469579E-01
  4.50000000E-01  6.86427457E-01
  4.83333333E-01  6.11544462E-01
  5.16666667E-01  6.48985959E-01
  5.50000000E-01  6.61466459E-01
  5.83333333E-01  6.33385335E-01
  6.16666667E-01  5.92823713E-01
  6.50000000E-01  6.36505460E-01
  6.83333333E-01  5.92823713E-01
  7.16666667E-01  5.42901716E-01
  7.50000000E-01  4.96099844E-01
  7.83333333E-01  4.61778471E-01
  8.16666667E-01  4.05616225E-01
  8.50000000E-01  4.71138846E-01
  8.83333333E-01  4.18096724E-01
  9.16666667E-01  3.68174727E-01
  9.50000000E-01  4.39937598E-01
  9.83333333E-01  4.36817473E-01
  1.01666667E+00  3.83775351E-01
  1.05000000E+00  3.58814353E-01
  1.08333333E+00  3.46333853E-01
  1.11666667E+00  3.58814353E-01
  1.15000000E+00  3.18252730E-01
  1.18333333E+00  2.90171607E-01
  1.21666667E+00  2.65210608E-01
  1.25000000E+00  2.74570983E-01
  1.28333333E+00  2.87051482E-01
  1.31666667E+00  2.83931357E-01
  1.35000000E+00  2.90171607E-01
  1.38333333E+00  2.34009360E-01
  1.41666667E+00  1.84087363E-01
  1.45000000E+00  2.15288612E-01
  1.48333333E+00  2.24648986E-01
  1.51666667E+00  2.65210608E-01
  1.55000000E+00  1.99687988E-01
  1.58333333E+00  1.90327613E-01
  1.61666667E+00  2.18408736E-01
  1.65000000E+00  1.65366615E-01
  1.68333333E+00  1.84087363E-01
  1.71666667E+00  1.49765991E-01
  1.75000000E+00  1.71606864E-01
  1.78333333E+00  1.77847114E-01
  1.81666667E+00  1.52886115E-01
  1.85000000E+00  1.52886115E-01
  1.88333333E+00  1.62246490E-01
  1.91666667E+00  1.59126365E-01
  1.95000000E+00  1.49765991E-01
  1.98333333E+00  1.84087363E-01
  2.01666667E+00  1.49765991E-01
  2.05000000E+00  1.62246490E-01
  2.08333333E+00  1.09204368E-01
  2.11666667E+00  1.62246490E-01
  2.15000000E+00  1.46645866E-01
  2.18333333E+00  1.09204368E-01
  2.21666667E+00  1.15444618E-01
  2.25000000E+00  1.24804992E-01
  2.28333333E+00  8.73634945E-02
  2.31666667E+00  1.31045242E-01
  2.35000000E+00  6.86427457E-02
  2.38333333E+00  1.02964119E-01
  2.41666667E+00  9.04836193E-02
  2.45000000E+00  1.06084243E-01
  2.48333333E+00  9.67238690E-02
  2.51666667E+00  7.80031201E-02
  2.55000000E+00  1.21684867E-01
  2.58333333E+00  8.42433697E-02
  2.61666667E+00  5.92823713E-02
  2.65000000E+00  8.73634945E-02
  2.68333333E+00  6.24024961E-02
  2.71666667E+00  9.36037441E-02
  2.75000000E+00  7.48829953E-02
  2.78333333E+00  6.86427457E-02
  2.81666667E+00  5.61622465E-02
  2.85000000E+00  3.43213729E-02
  2.88333333E+00  3.74414977E-02
  2.91666667E+00  7.80031201E-02
  2.95000000E+00  3.43213729E-02
  2.98333333E+00  5.92823713E-02
  3.01666667E+00  3.74414977E-02
  3.05000000E+00  4.99219969E-02
  3.08333333E+00  4.68018721E-02
  3.11666667E+00  3.43213729E-02
  3.15000000E+00  3.43213729E-02
  3.18333333E+00  4.05616225E-02
  3.21666667E+00  2.18408736E-02
  3.25000000E+00  3.12012480E-02
  3.28333333E+00  5.61622465E-02
  3.31666667E+00  4.36817473E-02
  3.35000000E+00  4.68018721E-02
  3.38333333E+00  3.12012480E-02
  3.41666667E+00  3.74414977E-02
  3.45000000E+00  4.05616225E-02
  3.48333333E+00  2.18408736E-02
  3.51666667E+00  2.49609984E-02
  3.55000000E+00  3.74414977E-02
  3.58333333E+00  2.18408736E-02
  3.61666667E+00  1.87207488E-02
  3.65000000E+00  2.49609984E-02
  3.68333333E+00  2.80811232E-02
  3.71666667E+00  1.87207488E-02
  3.75000000E+00  4.68018721E-02
  3.78333333E+00  2.49609984E-02
  3.81666667E+00  1.24804992E-02
  3.85000000E+00  1.87207488E-02
  3.88333333E+00  1.87207488E-02
  3.91666667E+00  3.74414977E-02
  3.95000000E+00  1.56006240E-02
