# basis           -> k-esim eigenfunctions
 -1.25000000E+01  2.45510017E-35 -4.30972261E-34 -5.33205731E-33  5.36859609E-32 -4.66561281E-31  3.61441547E-30 -2.54740445E-29  1.65649338E-28 -1.00409502E-27  5.71816200E-27 -3.07833058E-26  1.57440441E-25 -7.68146195E-25  3.58750911E-24 -1.60854677E-23  6.94156578E-23 -2.88942739E-22  1.16232167E-21 -4.52619138E-21  1.70876100E-20 -6.26255913E-20  2.23082388E-19 -7.73198850E-19  2.61008450E-18 -8.58897566E-18  2.75742208E-17 -8.64293783E-17  2.64673130E-16 -7.92352415E-16  2.32025024E-15 -6.64947233E-15  1.86588737E-14 -5.12888575E-14  1.38158724E-13 -3.64851082E-13  9.44901189E-13 -2.40065585E-12  5.98513825E-12 -1.46465935E-11  3.51904294E-11 -8.30301399E-11  1.92423836E-10 -4.38100444E-10  9.80057527E-10 -2.15454474E-09  4.65522229E-09 -9.88674039E-09  2.06410821E-08 -4.23651938E-08  8.54881585E-08 -1.69604373E-07  3.30832476E-07 -6.34477101E-07  1.19632111E-06 -2.21758756E-06  4.04092996E-06 -7.23775506E-06  1.27405972E-05 -2.20376654E-05  3.74490603E-05 -6.25037043E-05  1.02429878E-04 -1.64756264E-04  2.59989154E-04 -4.02278984E-04  6.09911104E-04 -9.05354158E-04  1.31449511E-03 -1.86463946E-03  2.58096654E-03 -3.48154131E-03  4.57175219E-03 -5.83993526E-03  7.25632723E-03 -8.77667098E-03  1.03498165E-02 -1.19266790E-02  1.34673899E-02 -1.49447342E-02  1.63439297E-02
 -1.24875000E+01  4.96975571E-35 -8.72264291E-34 -1.07901262E-32  1.08623897E-31 -9.43857147E-31  7.31086156E-30 -5.15182730E-29  3.34954637E-28 -2.03003717E-27  1.15589534E-26 -6.22171597E-26  3.18158906E-25 -1.55204575E-24  7.24747109E-24 -3.24907700E-23  1.40189853E-22 -5.83450124E-22  2.34666497E-21 -9.13672317E-21  3.44882901E-20 -1.26379013E-19  4.50112603E-19 -1.55983927E-18  5.26472836E-18 -1.73218995E-17  5.56019630E-17 -1.74253291E-16  5.33534083E-16 -1.59699445E-15  4.67576357E-15 -1.33979264E-14  3.75896695E-14 -1.03309147E-13  2.78244587E-13 -7.34677436E-13  1.90239239E-12 -4.83254874E-12  1.20462854E-11 -2.94746194E-11  7.08057860E-11 -1.67036948E-10  3.87051034E-10 -8.81080595E-10  1.97072525E-09 -4.33174206E-09  9.35793546E-09 -1.98712549E-08  4.14798481E-08 -8.51229010E-08  1.71741675E-07 -3.40674229E-07  6.64420261E-07 -1.27404032E-06  2.40185874E-06 -4.45156726E-06  8.11046857E-06 -1.45244921E-05  2.55634401E-05 -4.42107140E-05  7.51164908E-05 -1.25352366E-04  2.05393094E-04 -3.30318967E-04  5.21169739E-04 -8.06275895E-04  1.22223644E-03 -1.81400937E-03  2.63337255E-03 -3.73491265E-03  5.16892351E-03 -6.97142044E-03  9.15301421E-03 -1.16901700E-02  1.45231367E-02 -1.75631899E-02  2.07078630E-02 -2.38588817E-02  2.69364661E-02 -2.98861944E-02  3.26785429E-02
 -1.24750000E+01  7.60472411E-35 -1.33440040E-33 -1.65026698E-32  1.66089680E-31 -1.44282310E-30  1.11728738E-29 -7.87131178E-29  5.11636201E-28 -3.10004987E-27  1.76470691E-26 -9.49628218E-26  4.85486139E-25 -2.36769937E-24  1.10534483E-23 -4.95405154E-23  2.13700868E-22 -8.89165493E-22  3.57535424E-21 -1.39170615E-20  5.25191635E-20 -1.92402238E-19  6.85086369E-19 -2.37352036E-18  8.00899471E-18 -2.63442869E-17  8.45414937E-17 -2.64880269E-16  8.10810905E-16 -2.42632839E-15  7.10211082E-15 -2.03451635E-14  5.70664379E-14 -1.56797691E-13  4.22198033E-13 -1.11448633E-12  2.88513854E-12 -7.32708633E-12  1.82598277E-11 -4.46663189E-11  1.07272672E-10 -2.53000431E-10  5.86091298E-10 -1.33383151E-09  2.98263203E-09 -6.55427130E-09  1.41556582E-08 -3.00513146E-08  6.27138506E-08 -1.28665117E-07  2.59524378E-07 -5.14671089E-07  1.00350919E-06 -1.92375435E-06  3.62578320E-06 -6.71823518E-06  1.22370312E-05 -2.19088156E-05  3.85500579E-05 -6.66532029E-05  1.13218269E-04 -1.88886728E-04  3.09415740E-04 -4.97482373E-04  7.84713208E-04 -1.21367665E-03  1.83934016E-03 -2.72919020E-03  3.96090075E-03 -5.61628803E-03  7.77062799E-03 -1.04776549E-02  1.37528690E-02 -1.75604513E-02  2.18102170E-02 -2.63685586E-02  3.10813657E-02 -3.58009699E-02  4.04076005E-02 -4.48196489E-02  4.89929338E-02
 -1.24625000E+01  1.04234246E-34 -1.82835897E-33 -2.26036082E-32  2.27412528E-31 -1.97484458E-30  1.52873690E-29 -1.07662115E-28  6.99559909E-28 -4.23721112E-27  2.41119151E-26 -1.29706083E-25  6.62874179E-25 -3.23167947E-24  1.50815812E-23 -6.75704644E-23  2.91373384E-22 -1.21191824E-21  4.87143425E-21 -1.89553706E-20  7.15071416E-20 -2.61871684E-19  9.32117084E-19 -3.22823203E-18  1.08892093E-17 -3.58056251E-17  1.14863256E-16 -3.59755237E-16  1.10083778E-15 -3.29305869E-15  9.63570287E-15 -2.75932668E-14  7.73692878E-14 -2.12507035E-13  5.71999419E-13 -1.50938412E-12  3.90604526E-12 -9.91624827E-12  2.47034813E-11 -6.04069576E-11  1.45024419E-10 -3.41915229E-10  7.91785465E-10 -1.80130895E-09  4.02653809E-09 -8.84507180E-09  1.90964107E-08 -4.05256325E-08  8.45423580E-08 -1.73386862E-07  3.49605230E-07 -6.93064805E-07  1.35085785E-06 -2.58870196E-06  4.87728715E-06 -9.03390808E-06  1.64490347E-05 -2.94392710E-05  5.17817712E-05 -8.94986575E-05  1.51969191E-04 -2.53445127E-04  4.15019284E-04 -6.67032290E-04  1.05177616E-03 -1.62614198E-03  2.46354517E-03 -3.65405580E-03  5.30124759E-03 -7.51408425E-03  1.03926207E-02 -1.40079598E-02  1.83799898E-02 -2.34599894E-02  2.91266758E-02 -3.52009418E-02  4.14765518E-02 -4.77561461E-02  5.38798522E-02 -5.97389120E-02  6.52746178E-02
 -1.24500000E+01  1.34934500E-34 -2.36583076E-33 -2.92354278E-32  2.94005454E-31 -2.55201419E-30  1.97465812E-29 -1.39005159E-28  9.02820923E-28 -5.46594599E-27  3.10903285E-26 -1.67171471E-25  8.53966779E-25 -4.16146310E-24  1.94120939E-23 -8.69340644E-23  3.74705765E-22 -1.55783362E-21  6.25909715E-21 -2.43441188E-20  9.17947769E-20 -3.36018899E-19  1.19550688E-18 -4.13859226E-18  1.39537317E-17 -4.58618157E-17  1.47057408E-16 -4.60382220E-16  1.40812178E-15 -4.21038364E-15  1.23143287E-14 -3.52480779E-14  9.87883503E-14 -2.71215868E-13  7.29695813E-13 -1.92464378E-12  4.97842544E-12 -1.26329889E-11  3.14572461E-11 -7.68870423E-11  1.84506135E-10 -4.34801905E-10  1.00643022E-09 -2.28858649E-09  5.11344686E-09 -1.12275744E-08  2.42291847E-08 -5.13947978E-08  1.07168179E-07 -2.19689676E-07  4.42764891E-07 -8.77345646E-07  1.70925942E-06 -3.27402257E-06  6.16565261E-06 -1.14150372E-05  2.07750869E-05 -3.71646525E-05  6.53401832E-05 -1.12880835E-04  1.91584037E-04 -3.19365217E-04  5.22723073E-04 -8.39749592E-04  1.32350516E-03 -2.04531389E-03  3.09714140E-03 -4.59171018E-03  6.65849261E-03 -9.43348409E-03  1.30412413E-02 -1.75697629E-02  2.30426550E-02 -2.93974708E-02  3.64809498E-02 -4.40676739E-02  5.18986531E-02 -5.97264550E-02  6.73509697E-02 -7.46363502E-02  8.15095464E-02
 -1.24375000E+01  1.68881668E-34 -2.95949197E-33 -3.65524648E-32  3.67397383E-31 -3.18740278E-30  2.46501010E-29 -1.73432453E-28  1.12583165E-27 -6.81254368E-27  3.87294322E-26 -2.08137133E-25  1.06267312E-24 -5.17578007E-24  2.41308668E-23 -1.08009269E-22  4.65298492E-22 -1.93344712E-21  7.76412642E-21 -3.01817468E-20  1.13746335E-19 -4.16152013E-19  1.47982021E-18 -5.12009257E-18  1.72537523E-17 -5.66776947E-17  1.81641592E-16 -5.68347713E-16  1.73741149E-15 -5.19219217E-15  1.51777069E-14 -4.34207091E-14  1.21627833E-13 -3.33739655E-13  8.97428310E-13 -2.36577359E-12  6.11616855E-12 -1.55116459E-11  3.86043738E-11 -9.43045658E-11  2.26179812E-10 -5.32718326E-10  1.23240299E-09 -2.80090897E-09  6.25471756E-09 -1.37259337E-08  2.96044132E-08 -6.27622095E-08  1.30799482E-07 -2.67985091E-07  5.39802231E-07 -1.06903627E-06  2.08156324E-06 -3.98495031E-06  7.50031676E-06 -1.38783199E-05  2.52441713E-05 -4.51343038E-05  7.93076565E-05 -1.36934467E-04  2.32278688E-04 -3.86985628E-04  6.33046719E-04 -1.01641356E-03  1.60104129E-03 -2.47282161E-03  3.74239347E-03 -5.54521158E-03  8.03663818E-03 -1.13795470E-02  1.57226415E-02 -2.11702184E-02  2.77487603E-02 -3.53810681E-02  4.38808119E-02 -5.29752626E-02  6.23519077E-02 -7.17127833E-02  8.08173920E-02 -8.95028894E-02  9.76821246E-02
 -1.24250000E+01  2.06884409E-34 -3.62329843E-33 -4.47244383E-32  4.49267674E-31 -3.89535050E-30  3.01070618E-29 -2.11699439E-28  1.37341586E-27 -8.30570985E-27  4.71896796E-26 -2.53450701E-25  1.29324629E-24 -6.29498298E-24  2.93311069E-23 -1.31205767E-22  5.64884283E-22 -2.34582533E-21  9.41436595E-21 -3.65744269E-20  1.37754193E-19 -5.03678304E-19  1.78996112E-18 -6.18935550E-18  2.08441272E-17 -6.84296690E-17  2.19169054E-16 -6.85345062E-16  2.09376849E-15 -6.25326866E-15  1.82680593E-14 -5.22291116E-14  1.46210220E-13 -4.00941640E-13  1.07746025E-12 -2.83858801E-12  7.33391500E-12 -1.85883611E-11  4.62323606E-11 -1.12867306E-10  2.70529546E-10 -6.36771284E-10  1.47218736E-09 -3.34374678E-09  7.46217917E-09 -1.63652628E-08  3.52744455E-08 -7.47350183E-08  1.55651624E-07 -3.18698124E-07  6.41540850E-07 -1.26970366E-06  2.47069626E-06 -4.72685187E-06  8.89093720E-06 -1.64408098E-05  2.98858296E-05 -5.33984127E-05  9.37677794E-05 -1.61795975E-04  2.74271219E-04 -4.56647567E-04  7.46512384E-04 -1.19780508E-03  1.88552447E-03 -2.91028727E-03  4.40154783E-03 -6.51758121E-03  9.43961954E-03 -1.33572202E-02  1.84427967E-02 -2.48162181E-02  3.25058290E-02 -4.14184479E-02  5.13333765E-02 -6.19293916E-02  7.28395594E-02 -8.37148602E-02  9.42742522E-02 -1.04328024E-01  1.13775233E-01
 -1.24125000E+01  2.49845284E-34 -4.37280761E-33 -5.39403135E-32  5.41483819E-31 -4.69178417E-30  3.62385207E-29 -2.54643047E-28  1.65091086E-27 -9.97716593E-27  5.66481537E-26 -3.04046450E-25  1.55036803E-24 -7.54144652E-24  3.51151470E-23 -1.56972765E-22  6.75360453E-22 -2.80269576E-21  1.12402226E-20 -4.36379467E-20  1.64245674E-19 -6.00128266E-19  2.13125565E-18 -7.36440855E-18  2.47842646E-17 -8.13085126E-17  2.60237238E-16 -8.13200241E-16  2.48264282E-15 -7.40950867E-15  2.16307132E-14 -6.17997230E-14  1.72880672E-13 -4.73744358E-13  1.27220669E-12 -3.34928156E-12  8.64723756E-12 -2.19015164E-11  5.44339761E-11 -1.32795204E-10  3.18066926E-10 -7.48128474E-10  1.72839911E-09 -3.92285166E-09  8.74824739E-09 -1.91718738E-08  4.12940314E-08 -8.74250834E-08  1.81949010E-07 -3.72270805E-07  7.48835666E-07 -1.48097118E-06  2.87968458E-06 -5.50526429E-06  1.03474569E-05 -1.91200260E-05  3.47303418E-05 -6.20083015E-05  1.08805823E-04 -1.87604180E-04  3.17782947E-04 -5.28696356E-04  8.63646987E-04 -1.38470967E-03  2.17809754E-03 -3.35933121E-03  5.07683936E-03 -7.51181120E-03  1.08713140E-02 -1.53713486E-02  2.12075163E-02 -2.85144007E-02  3.73210194E-02 -4.75167765E-02  5.88451015E-02 -7.09349200E-02  8.33638569E-02 -9.57312562E-02  1.07715380E-01 -1.19099831E-01  1.29770254E-01
 -1.24000000E+01  2.98781762E-34 -5.22553569E-33 -6.44125790E-32  6.46143127E-31 -5.59456781E-30  4.31800846E-29 -3.03199583E-28  1.96427996E-27 -1.18623073E-26  6.73021865E-26 -3.60964099E-25  1.83924148E-24 -8.94000362E-24  4.15964077E-23 -1.85807459E-22  7.98824106E-22 -3.31258772E-21  1.32752108E-20 -5.14997467E-20  1.93690436E-19 -7.07181591E-19  2.50954052E-18 -8.66497881E-18  2.91390774E-17 -9.55223644E-17  3.05496985E-16 -9.53899394E-16  2.90995349E-15 -8.67814865E-15  2.53147425E-14 -7.22692146E-14  2.02011690E-13 -5.53141804E-13  1.48426549E-12 -3.90450664E-12  1.00728320E-11 -2.54921919E-11  6.33083414E-11 -1.54322851E-10  3.69336654E-10 -8.68030952E-10  2.00381331E-09 -4.54431442E-09  1.01260453E-08 -2.21735253E-08  4.77208192E-08 -1.00949954E-07  2.09926985E-07 -4.29165778E-07  8.62579600E-07 -1.70453077E-06  3.31167528E-06 -6.32593307E-06  1.18801697E-05 -2.19340628E-05  3.98089059E-05 -7.10167151E-05  1.24509193E-04 -2.14500988E-04  3.63039470E-04 -6.03482941E-04  9.84984322E-04 -1.57792042E-03  2.47991013E-03 -3.82157693E-03  5.77049757E-03 -8.53087182E-03  1.23355490E-02 -1.74266838E-02  2.40224522E-02 -3.22711593E-02  4.22011307E-02 -5.36827226E-02  6.64217893E-02 -7.99958810E-02  9.39260509E-02 -1.07759383E-01  1.21133307E-01 -1.33804980E-01  1.45647104E-01
 -1.23875000E+01  3.54849788E-34 -6.20135783E-33 -7.63820356E-32  7.65619328E-31 -6.62389392E-30  5.10848382E-29 -3.58424655E-28  2.32023744E-27 -1.40009340E-26  7.93733696E-26 -4.25369620E-25  2.16569368E-24 -1.05184267E-23  4.89015605E-23 -2.18264357E-22  9.37610791E-22 -3.88498682E-21  1.55565495E-20 -6.03011490E-20  2.26608535E-19 -8.26695480E-19  2.93125966E-18 -1.01128129E-17  3.39800156E-17 -1.11299973E-16  3.55662474E-16 -1.10961855E-15  3.38217509E-15 -1.00780129E-14  2.93736556E-14 -8.37863634E-14  2.34008099E-13 -6.40212420E-13  1.71645045E-12 -4.51145622E-12  1.16287196E-11 -2.94046507E-11  7.29620669E-11 -1.77702107E-10  4.24922457E-10 -9.97806204E-10  2.30139272E-09 -5.21462523E-09  1.16095290E-08 -2.53996792E-08  5.46158709E-08 -1.15433885E-07  2.39833799E-07 -4.89869997E-07  9.83710434E-07 -1.94215535E-06  3.76995852E-06 -7.19485080E-06  1.34997857E-05 -2.49017000E-05  4.51538177E-05 -8.04781087E-05  1.40967879E-04 -2.42632078E-04  4.10271675E-04 -6.81365349E-04  1.11106711E-03 -1.77824076E-03  2.79212235E-03 -4.29865582E-03  6.48475230E-03 -9.57771823E-03  1.38361096E-02 -1.95278910E-02  2.68931055E-02 -3.60926474E-02  4.71526070E-02 -5.99224589E-02  7.40685856E-02 -8.91154785E-02  1.04526391E-01 -1.19795492E-01  1.34519273E-01 -1.48428758E-01  1.61384265E-01
